srcport,srcipv4,rawmsghostname,rawmsghostipv4,rawmsg,protocol,program,metaclass,meta_ts,meta_sp,meta_sip4,meta_rule,meta_oml,meta_omh,meta_mid,meta_iid,meta_i,meta_cid,meta_cbid,foreigninterface,dstport,direction,class,category,action,_eventid,__metadata__,srcisp,srcusagetype,meta_cbname,dstipv4,dstisp,dstusagetype,localinterface,connectionid,dstcountry,dstcountrycode,dstcity,dstdomain,dstlatitude,dstlongitude,dstregion,msg,srccountry,srccountrycode,srccity,srcdomain,srclatitude,srclongitude,srcregion,count,aclname,reason,duration,bytes,srchost,accessgroup,dsthost,type,group,srcmac,interface
55725,172.20.40.122,172.20.41.250,127.0.0.1,: %ASA-6-305012: Teardown dynamic TCP translation from inside:172.20.40.122/55725 to outside2:41.187.24.66/55725 duration 0:01:35,tcp,%ASA-6-305012,firewall,2017-05-09T03:01:00.852Z,514,172.20.41.250,cisco_asa-854049557,155,<166>May 09 2017 03:01:00,211998985,0,0.0.0.0/514/udp,2afc-ca2d909,11004,outside2,55725,dynamic,cisco_asa,translation,teardown,cee4c230-0375-4e63-a482-1284c323b184#535,"{""id"":""cee4c230-0375-4e63-a482-1284c323b184#535"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""cee4c230-0375-4e63-a482-1284c323b184"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":534,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11004,41.187.24.66,noor advanced technologies sae,isp,inside, ,egypt,eg,cairo,noor.net,30.06262969970703,31.249670028686523,al qahirah, , , , , , , , , , , ,95, , , , , , , , 
53,172.21.14.28,172.20.37.250,127.0.0.1,: %ASA-6-302016: Teardown UDP connection 4071125 for WAN:172.21.14.28/53 to inside:172.20.36.22/49590 duration 0:02:01 bytes 126,udp,%ASA-6-302016,vpn,2017-05-09T03:01:00.432Z,514,172.20.37.250,cisco_asa-913359970,154,<166>May 09 2017 01:01:00,6523155896,0,0.0.0.0/514/udp,2af9-184cf75b8,11001,inside,49590, ,cisco_asa,connection,teardown,cee4c230-0375-4e63-a482-1284c323b184#553,"{""id"":""cee4c230-0375-4e63-a482-1284c323b184#553"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""cee4c230-0375-4e63-a482-1284c323b184"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":552,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11001,172.20.36.22,private ip address lan,rsv,wan,4071125, , , , , , , , , , , , , , , , , , ,121,126, , , , , , , 
0,8.8.8.8,172.20.37.250,127.0.0.1,: %ASA-6-302020: Built outbound ICMP connection for faddr 8.8.8.8/0 gaddr 177.43.177.18/13600 laddr 177.43.177.18/13600,icmp,%ASA-6-302020,firewall,2017-05-09T03:01:00.936Z,514,172.20.37.250,cisco_asa-2902765419,145,<166>May 09 2017 01:01:00,6523155927,0,0.0.0.0/514/udp,2af9-184cf75d7,11001,177.43.177.18,13600,outbound,cisco_asa,connection,built,cee4c230-0375-4e63-a482-1284c323b184#563,"{""id"":""cee4c230-0375-4e63-a482-1284c323b184#563"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""cee4c230-0375-4e63-a482-1284c323b184"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":562,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",google inc.,ses,11001, , , , , , , , , , , , , ,united states,us,mountain view,google.com,37.40599060058594,-122.0785140991211,california, , , , , , , , , , , , 
0,8.8.8.8,172.20.37.250,127.0.0.1,: %ASA-6-302020: Built outbound ICMP connection for faddr 8.8.8.8/0 gaddr 177.43.177.18/13602 laddr 177.43.177.18/13602,icmp,%ASA-6-302020,firewall,2017-05-09T03:01:00.976Z,514,172.20.37.250,cisco_asa-2902765419,145,<166>May 09 2017 01:01:00,6523155937,0,0.0.0.0/514/udp,2af9-184cf75e1,11001,177.43.177.18,13602,outbound,cisco_asa,connection,built,cee4c230-0375-4e63-a482-1284c323b184#584,"{""id"":""cee4c230-0375-4e63-a482-1284c323b184#584"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""cee4c230-0375-4e63-a482-1284c323b184"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":583,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",google inc.,ses,11001, , , , , , , , , , , , , ,united states,us,mountain view,google.com,37.40599060058594,-122.0785140991211,california, , , , , , , , , , , , 
0,177.43.177.17,172.20.37.250,127.0.0.1,: %ASA-6-302020: Built outbound ICMP connection for faddr 177.43.177.17/0 gaddr 177.43.177.18/16840 laddr 177.43.177.18/16840,icmp,%ASA-6-302020,firewall,2017-05-09T03:01:01.006Z,514,172.20.37.250,cisco_asa-2902765419,151,<166>May 09 2017 01:01:00,6523155945,0,0.0.0.0/514/udp,2af9-184cf75e9,11001,177.43.177.18,16840,outbound,cisco_asa,connection,built,cee4c230-0375-4e63-a482-1284c323b184#586,"{""id"":""cee4c230-0375-4e63-a482-1284c323b184#586"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""cee4c230-0375-4e63-a482-1284c323b184"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":585,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",fundacao GlobalComm the global com,com,11001, , , , , , , , , , , , , ,brazil,br,rio de janeiro,gvt.net.br,-22.902780532836914,-43.20750045776367,rio de janeiro, , , , , , , , , , , , 
0,177.43.177.17,172.20.37.250,127.0.0.1,: %ASA-6-302020: Built outbound ICMP connection for faddr 177.43.177.17/0 gaddr 177.43.177.18/16841 laddr 177.43.177.18/16841,icmp,%ASA-6-302020,firewall,2017-05-09T03:01:01.026Z,514,172.20.37.250,cisco_asa-2902765419,151,<166>May 09 2017 01:01:00,6523155953,0,0.0.0.0/514/udp,2af9-184cf75f1,11001,177.43.177.18,16841,outbound,cisco_asa,connection,built,cee4c230-0375-4e63-a482-1284c323b184#589,"{""id"":""cee4c230-0375-4e63-a482-1284c323b184#589"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""cee4c230-0375-4e63-a482-1284c323b184"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":588,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",fundacao GlobalComm the global com,com,11001, , , , , , , , , , , , , ,brazil,br,rio de janeiro,gvt.net.br,-22.902780532836914,-43.20750045776367,rio de janeiro, , , , , , , , , , , , 
0,8.8.8.8,172.20.37.250,127.0.0.1,: %ASA-6-302020: Built outbound ICMP connection for faddr 8.8.8.8/0 gaddr 177.43.177.18/13605 laddr 177.43.177.18/13605,icmp,%ASA-6-302020,firewall,2017-05-09T03:01:01.036Z,514,172.20.37.250,cisco_asa-2902765419,145,<166>May 09 2017 01:01:00,6523155957,0,0.0.0.0/514/udp,2af9-184cf75f5,11001,177.43.177.18,13605,outbound,cisco_asa,connection,built,cee4c230-0375-4e63-a482-1284c323b184#590,"{""id"":""cee4c230-0375-4e63-a482-1284c323b184#590"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""cee4c230-0375-4e63-a482-1284c323b184"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":589,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",google inc.,ses,11001, , , , , , , , , , , , , ,united states,us,mountain view,google.com,37.40599060058594,-122.0785140991211,california, , , , , , , , , , , , 
0,177.43.177.17,172.20.37.250,127.0.0.1,: %ASA-6-302020: Built outbound ICMP connection for faddr 177.43.177.17/0 gaddr 177.43.177.18/16842 laddr 177.43.177.18/16842,icmp,%ASA-6-302020,firewall,2017-05-09T03:01:01.046Z,514,172.20.37.250,cisco_asa-2902765419,151,<166>May 09 2017 01:01:00,6523155958,0,0.0.0.0/514/udp,2af9-184cf75f6,11001,177.43.177.18,16842,outbound,cisco_asa,connection,built,cee4c230-0375-4e63-a482-1284c323b184#591,"{""id"":""cee4c230-0375-4e63-a482-1284c323b184#591"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""cee4c230-0375-4e63-a482-1284c323b184"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":590,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",fundacao GlobalComm the global com,com,11001, , , , , , , , , , , , , ,brazil,br,rio de janeiro,gvt.net.br,-22.902780532836914,-43.20750045776367,rio de janeiro, , , , , , , , , , , , 
52866,172.20.38.165,172.20.39.250,127.0.0.1,: %ASA-6-434004: SFR requested ASA to bypass further packet redirection and process TCP flow from inside:172.20.38.165/52866 to outside2:34.195.92.116/443 locally, ,%ASA-6-434004,firewall,2017-05-09T03:01:00.126Z,514,172.20.39.250,cisco_asa-2584709249,188,<166>May 09 2017 03:01:00,121479338,0,0.0.0.0/514/udp,2afb-73da0aa,11003,outside2,443, ,cisco_asa, , ,cee4c230-0375-4e63-a482-1284c323b184#593,"{""id"":""cee4c230-0375-4e63-a482-1284c323b184#593"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""cee4c230-0375-4e63-a482-1284c323b184"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":592,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11003,34.195.92.116,amazon technologies inc.,dch,inside, ,united states,us,ashburn,amazon.com,39.04372024536133,-77.48748779296875,virginia,sfr requested asa to bypass further packet redirection and process tcp flow, , , , , , , , , , , , , , , , , , , 
61441,172.20.139.22,172.20.39.250,127.0.0.1,": %ASA-4-106023: Deny tcp src dmz-security:172.20.139.22/61441 dst WAN:172.21.25.20/8014 by access-group ""dmz_security_in"" [0xd31dce76, 0x0]",tcp,%ASA-4-106023,firewall,2017-05-09T03:01:00.593Z,514,172.20.39.250,cisco_asa-3267376055,166,<164>May 09 2017 03:01:00,121479354,0,0.0.0.0/514/udp,2afb-73da0ba,11003,wan,8014, ,cisco_asa, ,deny,cee4c230-0375-4e63-a482-1284c323b184#597,"{""id"":""cee4c230-0375-4e63-a482-1284c323b184#597"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""cee4c230-0375-4e63-a482-1284c323b184"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":596,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11003,172.21.25.20,private ip address lan,rsv,dmz-security, , , , , , , , , , , , , , , , , , , , , , ,dmz_security_in, , , , , 
52867,172.20.38.165,172.20.39.250,127.0.0.1,: %ASA-6-305011: Built dynamic TCP translation from inside:172.20.38.165/52867 to outside2:125.35.31.34/52867,tcp,%ASA-6-305011,firewall,2017-05-09T03:01:00.135Z,514,172.20.39.250,cisco_asa-1566950457,135,<166>May 09 2017 03:01:00,121479339,0,0.0.0.0/514/udp,2afb-73da0ab,11003,outside2,52867,dynamic,cisco_asa,translation,built,cee4c230-0375-4e63-a482-1284c323b184#620,"{""id"":""cee4c230-0375-4e63-a482-1284c323b184#620"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""cee4c230-0375-4e63-a482-1284c323b184"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":619,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11003,125.35.31.34,china unicom beijing province network,isp/mob,inside, ,china,cn,beijing,chinaunicom.com,39.907501220703125,116.39723205566406,beijing, , , , , , , , , , , , , , , , , , , , 
443,52.179.120.24,172.20.39.250,127.0.0.1,: %ASA-6-434004: SFR requested ASA to bypass further packet redirection and process TCP flow from outside2:52.179.120.24/443 to inside:125.35.31.34/51248 locally, ,%ASA-6-434004,firewall,2017-05-09T03:01:00.451Z,514,172.20.39.250,cisco_asa-2584709249,187,<166>May 09 2017 03:01:00,121479347,0,0.0.0.0/514/udp,2afb-73da0b3,11003,inside,51248, ,cisco_asa, , ,cee4c230-0375-4e63-a482-1284c323b184#622,"{""id"":""cee4c230-0375-4e63-a482-1284c323b184#622"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""cee4c230-0375-4e63-a482-1284c323b184"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":621,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",microsoft corporation,ses,11003,125.35.31.34,china unicom beijing province network,isp/mob,outside2, ,china,cn,beijing,chinaunicom.com,39.907501220703125,116.39723205566406,beijing,sfr requested asa to bypass further packet redirection and process tcp flow,united states,us,washington,microsoft.com,38.71345138549805,-78.15943908691406,virginia, , , , , , , , , , , , 
51247,172.20.38.167,172.20.39.250,127.0.0.1,: %ASA-6-305012: Teardown dynamic TCP translation from inside:172.20.38.167/51247 to outside2:125.35.31.34/51247 duration 0:00:02,tcp,%ASA-6-305012,firewall,2017-05-09T03:01:00.705Z,514,172.20.39.250,cisco_asa-854049557,155,<166>May 09 2017 03:01:00,121479359,0,0.0.0.0/514/udp,2afb-73da0bf,11003,outside2,51247,dynamic,cisco_asa,translation,teardown,cee4c230-0375-4e63-a482-1284c323b184#625,"{""id"":""cee4c230-0375-4e63-a482-1284c323b184#625"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""cee4c230-0375-4e63-a482-1284c323b184"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":624,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11003,125.35.31.34,china unicom beijing province network,isp/mob,inside, ,china,cn,beijing,chinaunicom.com,39.907501220703125,116.39723205566406,beijing, , , , , , , , , , , ,2, , , , , , , , 
35472,45.55.10.206,172.20.47.250,127.0.0.1,": %ASA-4-106023: Deny tcp src outside2:45.55.10.206/35472 dst inside:172.20.46.18/115 by access-group ""outside_access_in"" [0x79aa7933, 0x6ed9afad]",tcp,%ASA-4-106023,firewall,2017-05-09T03:00:50.876Z,514,172.20.47.250,cisco_asa-3267376055,172,<164>May 09 2017 03:00:50,4371966380,0,0.0.0.0/514/udp,2aff-10496e9ac,11007,inside,115, ,cisco_asa, ,deny,cee4c230-0375-4e63-a482-1284c323b184#650,"{""id"":""cee4c230-0375-4e63-a482-1284c323b184#650"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""cee4c230-0375-4e63-a482-1284c323b184"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":649,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",digital ocean inc.,dch,11007,172.20.46.18,private ip address lan,rsv,outside2, , , , , , , , , ,united states,us,san francisco,digitalocean.com,37.77492904663086,-122.41941833496094,california, , , , , , ,outside_access_in, , , , , 
53,172.20.147.22,172.20.47.250,127.0.0.1,: %ASA-6-302016: Teardown UDP connection 21003026 for DMZ:172.20.147.22/53 to inside:172.20.46.22/61869 duration 0:02:01 bytes 108,udp,%ASA-6-302016,vpn,2017-05-09T03:00:50.953Z,514,172.20.47.250,cisco_asa-913359970,156,<166>May 09 2017 03:00:50,4371966381,0,0.0.0.0/514/udp,2aff-10496e9ad,11007,inside,61869, ,cisco_asa,connection,teardown,cee4c230-0375-4e63-a482-1284c323b184#651,"{""id"":""cee4c230-0375-4e63-a482-1284c323b184#651"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""cee4c230-0375-4e63-a482-1284c323b184"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":650,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11007,172.20.46.22,private ip address lan,rsv,dmz,21003026, , , , , , , , , , , , , , , , , , ,121,108, , , , , , , 
53,8.8.8.8,172.20.47.250,127.0.0.1,: %ASA-6-302016: Teardown UDP connection 21003027 for outside2:8.8.8.8/53 to DMZ:172.20.147.22/55715 duration 0:02:01 bytes 108,udp,%ASA-6-302016,vpn,2017-05-09T03:00:50.953Z,514,172.20.47.250,cisco_asa-913359970,153,<166>May 09 2017 03:00:50,4371966382,0,0.0.0.0/514/udp,2aff-10496e9ae,11007,dmz,55715, ,cisco_asa,connection,teardown,cee4c230-0375-4e63-a482-1284c323b184#652,"{""id"":""cee4c230-0375-4e63-a482-1284c323b184#652"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""cee4c230-0375-4e63-a482-1284c323b184"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":651,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",google inc.,ses,11007,172.20.147.22,private ip address lan,rsv,outside2,21003027, , , , , , , , ,united states,us,mountain view,google.com,37.40599060058594,-122.0785140991211,california, , , ,121,108, , , , , , , 
43953,172.20.48.99,172.20.49.250,127.0.0.1,: %ASA-6-302015: Built outbound UDP connection 26004086 for WAN:172.21.14.20/53 (172.21.14.20/53) to inside:172.20.48.99/43953 (172.20.48.99/43953),udp,%ASA-6-302015,vpn,2017-05-09T03:00:51.874Z,514,172.20.49.250,cisco_asa-375397979,173,<166>May 09 2017 03:00:51,4087043186,0,0.0.0.0/514/udp,2b01-f39b5472,11009,wan,53,outbound,cisco_asa,connection,built,cee4c230-0375-4e63-a482-1284c323b184#668,"{""id"":""cee4c230-0375-4e63-a482-1284c323b184#668"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""cee4c230-0375-4e63-a482-1284c323b184"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":667,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11009,172.21.14.20,private ip address lan,rsv,inside, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
443,34.195.92.116,172.20.45.250,127.0.0.1,: %ASA-6-434004: SFR requested ASA to bypass further packet redirection and process TCP flow from outside2:34.195.92.116/443 to inside:117.102.103.99/51822 locally, ,%ASA-6-434004,firewall,2017-05-09T03:00:51.657Z,514,172.20.45.250,cisco_asa-2584709249,189,<166>May 09 2017 03:00:51,6469229636,0,0.0.0.0/514/udp,2afd-181989c44,11005,inside,51822, ,cisco_asa, , ,cee4c230-0375-4e63-a482-1284c323b184#694,"{""id"":""cee4c230-0375-4e63-a482-1284c323b184#694"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""cee4c230-0375-4e63-a482-1284c323b184"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":693,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",amazon technologies inc.,dch,11005,117.102.103.99,biznet isp,isp,outside2, ,indonesia,id,jakarta,biz.net.id,-6.214620113372803,106.84513092041016,jakarta raya,sfr requested asa to bypass further packet redirection and process tcp flow,united states,us,ashburn,amazon.com,39.04372024536133,-77.48748779296875,virginia, , , , , , , , , , , , 
51823,172.20.44.169,172.20.45.250,127.0.0.1,": %ASA-2-106100: access-list inside_access_out permitted tcp inside/172.20.44.169(51823) -> outside2/34.195.92.116(443) hit-cnt 1 first hit [0x7af8e104, 0x0]",tcp,%ASA-2-106100,firewall,2017-05-09T03:00:51.690Z,514,172.20.45.250,cisco_asa-3528583999,183,<162>May 09 2017 03:00:51,6469229640,0,0.0.0.0/514/udp,2afd-181989c48,11005,outside2,443, ,cisco_asa, ,permitted,cee4c230-0375-4e63-a482-1284c323b184#697,"{""id"":""cee4c230-0375-4e63-a482-1284c323b184#697"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""cee4c230-0375-4e63-a482-1284c323b184"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":696,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11005,34.195.92.116,amazon technologies inc.,dch,inside, ,united states,us,ashburn,amazon.com,39.04372024536133,-77.48748779296875,virginia, , , , , , , , ,1,inside_access_out, , , , , , , , , , 
51242,172.20.38.167,172.20.39.250,127.0.0.1,: %ASA-6-434004: SFR requested ASA to bypass further packet redirection and process TCP flow from inside:172.20.38.167/51242 to outside2:52.179.123.28/443 locally, ,%ASA-6-434004,firewall,2017-05-09T03:00:57.924Z,514,172.20.39.250,cisco_asa-2584709249,188,<166>May 09 2017 03:00:57,121479250,0,0.0.0.0/514/udp,2afb-73da052,11003,outside2,443, ,cisco_asa, , ,cee4c230-0375-4e63-a482-1284c323b184#715,"{""id"":""cee4c230-0375-4e63-a482-1284c323b184#715"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""cee4c230-0375-4e63-a482-1284c323b184"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":714,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11003,52.179.123.28,microsoft corporation,ses,inside, ,united states,us,washington,microsoft.com,38.71345138549805,-78.15943908691406,virginia,sfr requested asa to bypass further packet redirection and process tcp flow, , , , , , , , , , , , , , , , , , , 
51247,172.20.38.167,172.20.39.250,127.0.0.1,: %ASA-6-305011: Built dynamic TCP translation from inside:172.20.38.167/51247 to outside2:125.35.31.34/51247,tcp,%ASA-6-305011,firewall,2017-05-09T03:00:58.477Z,514,172.20.39.250,cisco_asa-1566950457,135,<166>May 09 2017 03:00:58,121479268,0,0.0.0.0/514/udp,2afb-73da064,11003,outside2,51247,dynamic,cisco_asa,translation,built,cee4c230-0375-4e63-a482-1284c323b184#719,"{""id"":""cee4c230-0375-4e63-a482-1284c323b184#719"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""cee4c230-0375-4e63-a482-1284c323b184"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":718,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11003,125.35.31.34,china unicom beijing province network,isp/mob,inside, ,china,cn,beijing,chinaunicom.com,39.907501220703125,116.39723205566406,beijing, , , , , , , , , , , , , , , , , , , , 
50241,172.20.42.103,172.20.43.250,127.0.0.1,: %ASA-6-305012: Teardown dynamic TCP translation from inside:172.20.42.103/50241 to outside2:121.241.125.210/50241 duration 0:05:42,tcp,%ASA-6-305012,firewall,2017-05-09T03:00:59.441Z,514,172.20.43.250,cisco_asa-854049557,158,<166>May 09 2017 03:00:59,316034173,0,0.0.0.0/514/udp,2afe-12d64c7d,11006,outside2,50241,dynamic,cisco_asa,translation,teardown,cee4c230-0375-4e63-a482-1284c323b184#870,"{""id"":""cee4c230-0375-4e63-a482-1284c323b184#870"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""cee4c230-0375-4e63-a482-1284c323b184"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":869,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11006,121.241.125.210,tata communications limited,isp/mob,inside, ,india,in,delhi,tatacommunications.com,28.666669845581055,77.21666717529297,delhi, , , , , , , , , , , ,342, , , , , , , , 
54834,172.20.42.126,172.20.43.250,127.0.0.1,: %ASA-6-302013: Built outbound TCP connection 22158897 for outside2:34.195.92.116/443 (34.195.92.116/443) to inside:172.20.42.126/54834 (121.241.125.210/54834),tcp,%ASA-6-302013,vpn,2017-05-09T03:00:59.448Z,514,172.20.43.250,cisco_asa-1992304797,186,<166>May 09 2017 03:00:59,316034176,0,0.0.0.0/514/udp,2afe-12d64c80,11006,outside2,443,outbound,cisco_asa,connection,built,cee4c230-0375-4e63-a482-1284c323b184#871,"{""id"":""cee4c230-0375-4e63-a482-1284c323b184#871"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""cee4c230-0375-4e63-a482-1284c323b184"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":870,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11006,34.195.92.116,amazon technologies inc.,dch,inside,22158897,united states,us,ashburn,amazon.com,39.04372024536133,-77.48748779296875,virginia, , , , , , , , , , , , , , , , , , , , 
40006,111.221.77.161,172.20.43.250,127.0.0.1,: %ASA-6-302016: Teardown UDP connection 22157098 for outside2:111.221.77.161/40006 to inside:172.20.42.104/24023 duration 0:02:19 bytes 1419,udp,%ASA-6-302016,vpn,2017-05-09T03:00:59.559Z,514,172.20.43.250,cisco_asa-913359970,167,<166>May 09 2017 03:00:59,316034179,0,0.0.0.0/514/udp,2afe-12d64c83,11006,inside,24023, ,cisco_asa,connection,teardown,cee4c230-0375-4e63-a482-1284c323b184#872,"{""id"":""cee4c230-0375-4e63-a482-1284c323b184#872"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""cee4c230-0375-4e63-a482-1284c323b184"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":871,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",microsoft corp singapore,ses,11006,172.20.42.104,private ip address lan,rsv,outside2,22157098, , , , , , , , ,hong kong,hk,hong kong,microsoft.com,22.285520553588867,114.1576919555664,hong kong (sar), , , ,139,1419, , , , , , , 
61069,172.20.42.104,172.20.43.250,127.0.0.1,: %ASA-6-305011: Built dynamic TCP translation from inside:172.20.42.104/61069 to outside2:121.241.125.210/61069,tcp,%ASA-6-305011,firewall,2017-05-09T03:00:59.678Z,514,172.20.43.250,cisco_asa-1566950457,138,<166>May 09 2017 03:00:59,316034182,0,0.0.0.0/514/udp,2afe-12d64c86,11006,outside2,61069,dynamic,cisco_asa,translation,built,cee4c230-0375-4e63-a482-1284c323b184#873,"{""id"":""cee4c230-0375-4e63-a482-1284c323b184#873"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""cee4c230-0375-4e63-a482-1284c323b184"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":872,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11006,121.241.125.210,tata communications limited,isp/mob,inside, ,india,in,delhi,tatacommunications.com,28.666669845581055,77.21666717529297,delhi, , , , , , , , , , , , , , , , , , , , 
