username,starttime,srcport,srcipv4,srchost,rule,rawmsghostname,rawmsghostipv4,rawmsg,protocol,program,metaclass,meta_ts,meta_sp,meta_sip4,meta_rule,meta_oml,meta_omh,meta_mid,meta_iid,meta_i,meta_cid,meta_cbid,hostname,group,endtime,dstipv4,direction,class,application,action,accountdomain,_eventid,__metadata__,srcisp,srcusagetype,dstcountry,dstcountrycode,dstcity,dstdomain,dstisp,dstlatitude,dstlongitude,dstregion,dstusagetype,meta_cbname,size,process,msg,md5,deviceid,description,server,risklevel,info,duration,ruleid,filepath,filename,dstport,category
g.steve,2017-05-08T11:03:32.000Z,17500,255.255.255.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"NYCLT5334B,Local: 255.255.255.255,Local: 17500,Local: gcgcgcgcgcgc,Remote: 172.24.32.227,Remote: ,Remote: 17500,Remote: 4C348822E6DD,UDP,Inbound,Begin: 2017-05-08 11:03:32,End: 2017-05-08 11:03:32,Occurrences: 2,Application: ,Rule: block Incoming,Location: Default,User: g.steve,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:15:33.115Z,60452,172.21.25.20,symantec_endpoint_protection-1453027712,363,<59>May  8 11:12:25 gcSMQ0602 SymantecServer: ,28067015524,1,0.0.0.0/514/udp,2b03-688ecab64,11011,nyclt5334b,default,2017-05-08T11:03:32.000Z,172.24.32.227,inbound,symantec_endpoint_protection, ,blocked,globalcom,6fb529cc-7fee-4782-99d0-782d10c46c6d#479,"{""id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d#479"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":478,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",reserved rfc3330,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
e.calvin,2017-05-08T11:04:12.000Z,57621,172.24.47.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"NYCLT4886,Local: 172.24.47.255,Local: 57621,Local: gcgcgcgcgcgc,Remote: 172.24.33.89,Remote: ,Remote: 57621,Remote: E4A7A0BEA23F,UDP,Inbound,Begin: 2017-05-08 11:04:12,End: 2017-05-08 11:04:12,Occurrences: 1,Application: ,Rule: block Incoming,Location: Default,User: e.calvin,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:15:33.131Z,60452,172.21.25.20,symantec_endpoint_protection-1453027712,359,<59>May  8 11:12:25 gcSMQ0602 SymantecServer: ,28067015561,1,0.0.0.0/514/udp,2b03-688ecab89,11011,nyclt4886,default,2017-05-08T11:04:12.000Z,172.24.33.89,inbound,symantec_endpoint_protection, ,blocked,globalcom,6fb529cc-7fee-4782-99d0-782d10c46c6d#488,"{""id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d#488"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":487,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
r.mcdonagh,2017-05-08T10:10:58.000Z,5247,239.0.0.1,01005e000001,block incoming,gcsmq0602,127.0.0.1,"ZAFLT3303,Local: 239.0.0.1,Local: 5247,Local: 01005E000001,Remote: 172.20.50.72,Remote: ,Remote: 5247,Remote: 203A07679C84,UDP,Inbound,Begin: 2017-05-08 10:10:58,End: 2017-05-08 10:11:34,Occurrences: 50,Application: ,Rule: block Incoming,Location: Default,User: R.mcdonagh,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:11:31.414Z,58171,172.21.25.20,symantec_endpoint_protection-1453027712,359,<59>May  8 11:08:05 gcSMQ0602 SymantecServer: ,28066601446,1,0.0.0.0/514/udp,2b03-688e659e6,11011,zaflt3303,default,2017-05-08T10:11:34.000Z,172.20.50.72,inbound,symantec_endpoint_protection, ,blocked,globalcom,6fb529cc-7fee-4782-99d0-782d10c46c6d#512,"{""id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d#512"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":511,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",multicast,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
r.mcdonagh,2017-05-08T10:12:43.000Z,3052,172.20.50.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"ZAFLT3303,Local: 172.20.50.255,Local: 3052,Local: gcgcgcgcgcgc,Remote: 172.20.50.28,Remote: ,Remote: 62455,Remote: 00C0B790C2EA,UDP,Inbound,Begin: 2017-05-08 10:12:43,End: 2017-05-08 10:12:43,Occurrences: 1,Application: ,Rule: block Incoming,Location: Default,User: R.mcdonagh,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:11:31.420Z,58171,172.21.25.20,symantec_endpoint_protection-1453027712,363,<59>May  8 11:08:05 gcSMQ0602 SymantecServer: ,28066601461,1,0.0.0.0/514/udp,2b03-688e659f5,11011,zaflt3303,default,2017-05-08T10:12:43.000Z,172.20.50.28,inbound,symantec_endpoint_protection, ,blocked,globalcom,6fb529cc-7fee-4782-99d0-782d10c46c6d#516,"{""id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d#516"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":515,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
r.mcdonagh,2017-05-08T10:12:38.000Z,137,172.20.50.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"ZAFLT3303,Local: 172.20.50.255,Local: 137,Local: gcgcgcgcgcgc,Remote: 172.20.50.149,Remote: ,Remote: 137,Remote: 0023247BA7D2,UDP,Inbound,Begin: 2017-05-08 10:12:38,End: 2017-05-08 10:12:40,Occurrences: 3,Application: C:/Windows/system32/NTOSKRNL.EXE,Rule: block Incoming,Location: Default,User: R.mcdonagh,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:11:31.426Z,58171,172.21.25.20,symantec_endpoint_protection-1453027712,393,<59>May  8 11:08:05 gcSMQ0602 SymantecServer: ,28066601475,1,0.0.0.0/514/udp,2b03-688e65a03,11011,zaflt3303,default,2017-05-08T10:12:40.000Z,172.20.50.149,inbound,symantec_endpoint_protection,c:/windows/system32/ntoskrnl.exe,blocked,globalcom,6fb529cc-7fee-4782-99d0-782d10c46c6d#519,"{""id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d#519"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":518,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
m.wilson,2017-05-08T10:12:08.000Z,1900,239.255.255.250,01005e7gcgca,block incoming,gcsmq0602,127.0.0.1,"ZAFLT3318,Local: 239.255.255.250,Local: 1900,Local: 01005E7gcgcA,Remote: 172.20.50.156,Remote: ,Remote: 59313,Remote: 0050B679C65E,UDP,Inbound,Begin: 2017-05-08 10:12:08,End: 2017-05-08 10:12:11,Occurrences: 8,Application: ,Rule: block Incoming,Location: Default,User: M.wilson,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:11:31.468Z,58171,172.21.25.20,symantec_endpoint_protection-1453027712,365,<59>May  8 11:08:05 gcSMQ0602 SymantecServer: ,28066601577,1,0.0.0.0/514/udp,2b03-688e65a69,11011,zaflt3318,default,2017-05-08T10:12:11.000Z,172.20.50.156,inbound,symantec_endpoint_protection, ,blocked,globalcom,6fb529cc-7fee-4782-99d0-782d10c46c6d#527,"{""id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d#527"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":526,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",multicast,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
e.calvin,2017-05-08T11:04:07.000Z,1900,239.255.255.250,5cc5d41f39ed,block incoming,gcsmq0602,127.0.0.1,"NYCLT4886,Local: 239.255.255.250,Local: 1900,Local: 5CC5D41F39ED,Remote: 172.24.40.92,Remote: ,Remote: 60388,Remote: 4C348822EC50,UDP,Inbound,Begin: 2017-05-08 11:04:07,End: 2017-05-08 11:04:08,Occurrences: 2,Application: ,Rule: block Incoming,Location: Default,User: e.calvin,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:15:33.183Z,60452,172.21.25.20,symantec_endpoint_protection-1453027712,360,<59>May  8 11:12:25 gcSMQ0602 SymantecServer: ,28067015723,1,0.0.0.0/514/udp,2b03-688ecac2b,11011,nyclt4886,default,2017-05-08T11:04:08.000Z,172.24.40.92,inbound,symantec_endpoint_protection, ,blocked,globalcom,6fb529cc-7fee-4782-99d0-782d10c46c6d#805,"{""id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d#805"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":804,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",multicast,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
e.calvin,2017-05-08T11:04:07.000Z,137,172.24.47.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"NYCLT4886,Local: 172.24.47.255,Local: 137,Local: gcgcgcgcgcgc,Remote: 172.24.40.42,Remote: ,Remote: 137,Remote: 4845200BA93C,UDP,Inbound,Begin: 2017-05-08 11:04:07,End: 2017-05-08 11:04:07,Occurrences: 2,Application: C:/WINDOWS/system32/NTOSKRNL.EXE,Rule: block Incoming,Location: Default,User: e.calvin,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:15:33.187Z,60452,172.21.25.20,symantec_endpoint_protection-1453027712,387,<59>May  8 11:12:25 gcSMQ0602 SymantecServer: ,28067015725,1,0.0.0.0/514/udp,2b03-688ecac2d,11011,nyclt4886,default,2017-05-08T11:04:07.000Z,172.24.40.42,inbound,symantec_endpoint_protection,c:/windows/system32/ntoskrnl.exe,blocked,globalcom,6fb529cc-7fee-4782-99d0-782d10c46c6d#806,"{""id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d#806"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":805,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
m.wilson,2017-05-08T10:13:42.000Z,67,255.255.255.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"ZAFLT3318,Local: 255.255.255.255,Local: 67,Local: gcgcgcgcgcgc,Remote: 172.20.50.142,Remote: ,Remote: 68,Remote: 0050B679D15F,UDP,Inbound,Begin: 2017-05-08 10:13:42,End: 2017-05-08 10:13:42,Occurrences: 1,Application: ,Rule: block Incoming,Location: Default,User: M.wilson,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:11:31.528Z,58171,172.21.25.20,symantec_endpoint_protection-1453027712,360,<59>May  8 11:08:05 gcSMQ0602 SymantecServer: ,28066601737,1,0.0.0.0/514/udp,2b03-688e65b09,11011,zaflt3318,default,2017-05-08T10:13:42.000Z,172.20.50.142,inbound,symantec_endpoint_protection, ,blocked,globalcom,6fb529cc-7fee-4782-99d0-782d10c46c6d#963,"{""id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d#963"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":962,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",reserved rfc3330,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
m.wilson,2017-05-08T10:13:14.000Z,3052,172.20.50.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"ZAFLT3318,Local: 172.20.50.255,Local: 3052,Local: gcgcgcgcgcgc,Remote: 172.20.50.28,Remote: ,Remote: 37522,Remote: 00C0B790C2EA,UDP,Inbound,Begin: 2017-05-08 10:13:14,End: 2017-05-08 10:13:14,Occurrences: 2,Application: ,Rule: block Incoming,Location: Default,User: M.wilson,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:11:31.543Z,58171,172.21.25.20,symantec_endpoint_protection-1453027712,362,<59>May  8 11:08:05 gcSMQ0602 SymantecServer: ,28066601768,1,0.0.0.0/514/udp,2b03-688e65b28,11011,zaflt3318,default,2017-05-08T10:13:14.000Z,172.20.50.28,inbound,symantec_endpoint_protection, ,blocked,globalcom,6fb529cc-7fee-4782-99d0-782d10c46c6d#971,"{""id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d#971"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":970,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
m.wilson,2017-05-08T10:15:06.000Z,137,172.20.50.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"ZAFLT3318,Local: 172.20.50.255,Local: 137,Local: gcgcgcgcgcgc,Remote: 172.20.50.145,Remote: ,Remote: 137,Remote: 28B2BD037A5A,UDP,Inbound,Begin: 2017-05-08 10:15:06,End: 2017-05-08 10:15:08,Occurrences: 6,Application: C:/WINDOWS/system32/NTOSKRNL.EXE,Rule: block Incoming,Location: Default,User: M.wilson,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:11:31.624Z,58171,172.21.25.20,symantec_endpoint_protection-1453027712,392,<59>May  8 11:08:05 gcSMQ0602 SymantecServer: ,28066601961,1,0.0.0.0/514/udp,2b03-688e65be9,11011,zaflt3318,default,2017-05-08T10:15:08.000Z,172.20.50.145,inbound,symantec_endpoint_protection,c:/windows/system32/ntoskrnl.exe,blocked,globalcom,6fb529cc-7fee-4782-99d0-782d10c46c6d#997,"{""id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d#997"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":996,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
e.calvin,2017-05-08T11:04:14.000Z,137,172.24.47.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"NYCLT4886,Local: 172.24.47.255,Local: 137,Local: gcgcgcgcgcgc,Remote: 172.24.34.83,Remote: ,Remote: 137,Remote: E8B1FC09E26E,UDP,Inbound,Begin: 2017-05-08 11:04:14,End: 2017-05-08 11:04:16,Occurrences: 3,Application: C:/WINDOWS/system32/NTOSKRNL.EXE,Rule: block Incoming,Location: Default,User: e.calvin,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:15:33.271Z,60452,172.21.25.20,symantec_endpoint_protection-1453027712,387,<59>May  8 11:12:25 gcSMQ0602 SymantecServer: ,28067015960,1,0.0.0.0/514/udp,2b03-688ecad18,11011,nyclt4886,default,2017-05-08T11:04:16.000Z,172.24.34.83,inbound,symantec_endpoint_protection,c:/windows/system32/ntoskrnl.exe,blocked,globalcom,6fb529cc-7fee-4782-99d0-782d10c46c6d#1203,"{""id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d#1203"",""num_events"":2979,""data_type"":""passthrough"",""batch_id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1202,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
e.calvin,2017-05-08T11:04:08.000Z,137,172.24.47.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"NYCLT4886,Local: 172.24.47.255,Local: 137,Local: gcgcgcgcgcgc,Remote: 172.24.40.54,Remote: ,Remote: 137,Remote: E8B1FC09EA43,UDP,Inbound,Begin: 2017-05-08 11:04:08,End: 2017-05-08 11:04:11,Occurrences: 5,Application: C:/WINDOWS/system32/NTOSKRNL.EXE,Rule: block Incoming,Location: Default,User: e.calvin,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:15:33.297Z,60452,172.21.25.20,symantec_endpoint_protection-1453027712,387,<59>May  8 11:12:25 gcSMQ0602 SymantecServer: ,28067016050,1,0.0.0.0/514/udp,2b03-688ecad72,11011,nyclt4886,default,2017-05-08T11:04:11.000Z,172.24.40.54,inbound,symantec_endpoint_protection,c:/windows/system32/ntoskrnl.exe,blocked,globalcom,6fb529cc-7fee-4782-99d0-782d10c46c6d#1229,"{""id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d#1229"",""num_events"":2979,""data_type"":""passthrough"",""batch_id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1228,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
system,2017-05-08T09:13:54.000Z,55208,172.21.30.82,005056ba46d5,allow outbound,gcsmq0602,127.0.0.1,"NYCVM-VGF01,Local: 172.21.30.82,Local: 55208,Local: 005056BA46D5,Remote: 34.195.92.116,Remote: sensors.quick-whale.my.carbonblack.io,Remote: 443,Remote: 00000C07AC82,TCP,Outbound,Begin: 2017-05-08 09:13:54,End: 2017-05-08 09:13:54,Occurrences: 1,Application: C:/Windows/CarbonBlack/cb.exe,Rule: Allow Outbound,Location: Default,User: SYSTEM,Domain: NT AUTHORITY,Action: Allowed",tcp,SymantecServer,antivirus,2017-05-08T15:15:33.369Z,60452,172.21.25.20,symantec_endpoint_protection-1453027712,423,<59>May  8 11:12:25 gcSMQ0602 SymantecServer: ,28067016184,1,0.0.0.0/514/udp,2b03-688ecadf8,11011,nycvm-vgf01,default,2017-05-08T09:13:54.000Z,34.195.92.116,outbound,symantec_endpoint_protection,c:/windows/carbonblack/cb.exe,allowed,nt authority,6fb529cc-7fee-4782-99d0-782d10c46c6d#1243,"{""id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d#1243"",""num_events"":2979,""data_type"":""passthrough"",""batch_id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1242,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,united states,us,ashburn,amazon.com,amazon technologies inc.,39.04372024536133,-77.48748779296875,virginia,dch,11011, , , , , , , , , , , , , , , 
system,2017-05-08T09:19:56.000Z,55241,172.21.30.82,005056ba46d5,allow outbound,gcsmq0602,127.0.0.1,"NYCVM-VGF01,Local: 172.21.30.82,Local: 55241,Local: 005056BA46D5,Remote: 34.195.92.116,Remote: sensors.quick-whale.my.carbonblack.io,Remote: 443,Remote: 00000C07AC82,TCP,Outbound,Begin: 2017-05-08 09:19:56,End: 2017-05-08 09:19:56,Occurrences: 1,Application: C:/Windows/CarbonBlack/cb.exe,Rule: Allow Outbound,Location: Default,User: SYSTEM,Domain: NT AUTHORITY,Action: Allowed",tcp,SymantecServer,antivirus,2017-05-08T15:15:33.381Z,60452,172.21.25.20,symantec_endpoint_protection-1453027712,423,<59>May  8 11:12:25 gcSMQ0602 SymantecServer: ,28067016205,1,0.0.0.0/514/udp,2b03-688ecae0d,11011,nycvm-vgf01,default,2017-05-08T09:19:56.000Z,34.195.92.116,outbound,symantec_endpoint_protection,c:/windows/carbonblack/cb.exe,allowed,nt authority,6fb529cc-7fee-4782-99d0-782d10c46c6d#1248,"{""id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d#1248"",""num_events"":2979,""data_type"":""passthrough"",""batch_id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1247,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,united states,us,ashburn,amazon.com,amazon technologies inc.,39.04372024536133,-77.48748779296875,virginia,dch,11011, , , , , , , , , , , , , , , 
none,2017-05-08T09:12:13.000Z,138,172.21.30.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"NYCVM-VGF01,Local: 172.21.30.255,Local: 138,Local: gcgcgcgcgcgc,Remote: 172.21.30.96,Remote: ,Remote: 138,Remote: 005056BA4148,UDP,Inbound,Begin: 2017-05-08 09:12:13,End: 2017-05-08 09:12:13,Occurrences: 1,Application: C:/Windows/system32/NTOSKRNL.EXE,Rule: block Incoming,Location: Default,User: none,Domain: ,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:15:33.436Z,60452,172.21.25.20,symantec_endpoint_protection-1453027712,372,<59>May  8 11:12:25 gcSMQ0602 SymantecServer: ,28067016391,1,0.0.0.0/514/udp,2b03-688ecaec7,11011,nycvm-vgf01,default,2017-05-08T09:12:13.000Z,172.21.30.96,inbound,symantec_endpoint_protection,c:/windows/system32/ntoskrnl.exe,blocked, ,6fb529cc-7fee-4782-99d0-782d10c46c6d#1268,"{""id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d#1268"",""num_events"":2979,""data_type"":""passthrough"",""batch_id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1267,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
none,2017-05-08T09:10:35.000Z,138,172.21.30.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"NYCVM-VGF01,Local: 172.21.30.255,Local: 138,Local: gcgcgcgcgcgc,Remote: 172.21.30.228,Remote: ,Remote: 138,Remote: 005056BA1530,UDP,Inbound,Begin: 2017-05-08 09:10:35,End: 2017-05-08 09:10:35,Occurrences: 1,Application: C:/Windows/system32/NTOSKRNL.EXE,Rule: block Incoming,Location: Default,User: none,Domain: ,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:15:33.466Z,60452,172.21.25.20,symantec_endpoint_protection-1453027712,373,<59>May  8 11:12:25 gcSMQ0602 SymantecServer: ,28067016415,1,0.0.0.0/514/udp,2b03-688ecaedf,11011,nycvm-vgf01,default,2017-05-08T09:10:35.000Z,172.21.30.228,inbound,symantec_endpoint_protection,c:/windows/system32/ntoskrnl.exe,blocked, ,6fb529cc-7fee-4782-99d0-782d10c46c6d#1274,"{""id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d#1274"",""num_events"":2979,""data_type"":""passthrough"",""batch_id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1273,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
none,2017-05-08T09:18:29.000Z,138,172.21.30.82,005056ba46d5,allow outbound,gcsmq0602,127.0.0.1,"NYCVM-VGF01,Local: 172.21.30.82,Local: 138,Local: 005056BA46D5,Remote: 172.21.30.255,Remote: ,Remote: 138,Remote: gcgcgcgcgcgc,UDP,Outbound,Begin: 2017-05-08 09:18:29,End: 2017-05-08 09:18:29,Occurrences: 1,Application: C:/Windows/system32/NTOSKRNL.EXE,Rule: Allow Outbound,Location: Default,User: none,Domain: ,Action: Allowed",udp,SymantecServer,antivirus,2017-05-08T15:15:33.503Z,60452,172.21.25.20,symantec_endpoint_protection-1453027712,373,<59>May  8 11:12:25 gcSMQ0602 SymantecServer: ,28067016525,1,0.0.0.0/514/udp,2b03-688ecaf4d,11011,nycvm-vgf01,default,2017-05-08T09:18:29.000Z,172.21.30.255,outbound,symantec_endpoint_protection,c:/windows/system32/ntoskrnl.exe,allowed, ,6fb529cc-7fee-4782-99d0-782d10c46c6d#1286,"{""id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d#1286"",""num_events"":2979,""data_type"":""passthrough"",""batch_id"":""6fb529cc-7fee-4782-99d0-782d10c46c6d"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1285,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
