username,threshold,srcipv4,size,rawmsghostname,rawmsghostipv4,rawmsg,program,msg,metaclass,meta_ts,meta_sp,meta_sip4,meta_rule,meta_oml,meta_omh,meta_mid,meta_iid,meta_i,meta_cid,meta_cbid,group,class,_eventid,__metadata__,srccountry,srccountrycode,srccity,srcdomain,srcisp,srclatitude,srclongitude,srcregion,srcusagetype,meta_cbname,length,eventid,description,protocol,dstipv4,action,dstcountry,dstcountrycode,dstcity,dstdomain,dstisp,dstlatitude,dstlongitude,dstregion,dstusagetype,reason,rateval,ratemax,rateid,rateavg,policy,count,ipv4,interface,number,duration,sentpackets,sentbytes,peer,srcport,localinterface,dstport,rcvdpackets,rcvdbytes
137.135.115.174, ,137.135.115.174, ,172.21.15.12,127.0.0.1,: %ASA-6-602304: IPSEC: An inbound LAN-to-LAN SA (SPI= 0x73757AA4) between 137.135.115.174 and 199.255.154.12 (user= 137.135.115.174) has been deleted.,%ASA-6-602304,an inbound lan-to-lan sa,firewall,2017-05-08T15:16:22.924Z,514,172.21.15.12,cisco_asa_threat_detection-1200678657,177,<166>May 08 2017 11:16:22,28067101181,1,0.0.0.0/514/udp,2b03-688edf9fd,11011, ,cisco_asa_threat_detection,0c959be0-4c19-4fd0-b9cb-e50463ca4891#1137,"{""id"":""0c959be0-4c19-4fd0-b9cb-e50463ca4891#1137"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""0c959be0-4c19-4fd0-b9cb-e50463ca4891"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1136,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,washington,microsoft.com,microsoft corporation,38.71345138549805,-78.15943908691406,virginia,ses,11011, , , ,ipsec,199.255.154.12,deleted,united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org, , , , , , , , , , , , , , , , , , , 
 , ,184.106.122.142, ,172.21.15.12,127.0.0.1,": %ASA-7-713236: IP = 184.106.122.142, IKE_DECODE SENDING Message (msgid=d681b79b) with payloads : HDR + HASH (8) + DELETE (12) + NONE (0) total length : 68",%ASA-7-713236,ike_decode sending message with payloads : hdr + hash (8) + delete (12) + none (0),"firewall,ids",2017-05-08T15:15:39.308Z,514,172.21.15.12,cisco_asa_threat_detection-2169620772,182,<167>May 08 2017 11:15:39,28067027157,1,0.0.0.0/514/udp,2b03-688ecd8d5,11011, ,cisco_asa_threat_detection,2cd80caa-4aa9-4c9c-bc9e-58f805574b21#189,"{""id"":""2cd80caa-4aa9-4c9c-bc9e-58f805574b21#189"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""2cd80caa-4aa9-4c9c-bc9e-58f805574b21"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":188,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,chicago,rackspace.com,core one-hour servers,41.85002899169922,-87.6500473022461,illinois,dch,11011,68,d681b79b, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
184.106.122.142, ,199.255.154.12, ,172.21.15.12,127.0.0.1,: %ASA-6-602304: IPSEC: An outbound LAN-to-LAN SA (SPI= 0xCE6337A9) between 199.255.154.12 and 184.106.122.142 (user= 184.106.122.142) has been deleted.,%ASA-6-602304,an outbound lan-to-lan sa,firewall,2017-05-08T15:15:39.308Z,514,172.21.15.12,cisco_asa_threat_detection-1200678657,178,<166>May 08 2017 11:15:39,28067027160,1,0.0.0.0/514/udp,2b03-688ecd8d8,11011, ,cisco_asa_threat_detection,2cd80caa-4aa9-4c9c-bc9e-58f805574b21#190,"{""id"":""2cd80caa-4aa9-4c9c-bc9e-58f805574b21#190"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""2cd80caa-4aa9-4c9c-bc9e-58f805574b21"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":189,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org,11011, , , ,ipsec,184.106.122.142,deleted,united states,us,chicago,rackspace.com,core one-hour servers,41.85002899169922,-87.6500473022461,illinois,dch, , , , , , , , , , , , , , , , , , , 
184.106.122.142, ,184.106.122.142, ,172.21.15.12,127.0.0.1,: %ASA-6-602304: IPSEC: An inbound LAN-to-LAN SA (SPI= 0x2C9A5A6F) between 184.106.122.142 and 199.255.154.12 (user= 184.106.122.142) has been deleted.,%ASA-6-602304,an inbound lan-to-lan sa,firewall,2017-05-08T15:15:39.308Z,514,172.21.15.12,cisco_asa_threat_detection-1200678657,177,<166>May 08 2017 11:15:39,28067027161,1,0.0.0.0/514/udp,2b03-688ecd8d9,11011, ,cisco_asa_threat_detection,2cd80caa-4aa9-4c9c-bc9e-58f805574b21#191,"{""id"":""2cd80caa-4aa9-4c9c-bc9e-58f805574b21#191"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""2cd80caa-4aa9-4c9c-bc9e-58f805574b21"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":190,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,chicago,rackspace.com,core one-hour servers,41.85002899169922,-87.6500473022461,illinois,dch,11011, , , ,ipsec,199.255.154.12,deleted,united states,us,new york city,global.com,global com,40.752193450927734,-73.9742202758789,new york,org, , , , , , , , , , , , , , , , , , , 
s.smith,1406,103.219.242.4,1486,172.21.15.12,127.0.0.1,: %ASA-6-722036: Group <global.com> User <s.smith> IP <103.219.242.4> Transmitting large packet 1486 (threshold 1406).,%ASA-6-722036,transmitting large packet,firewall,2017-05-08T15:21:19.366Z,514,172.21.15.12,cisco_asa_threat_detection-3519195218,148,<166>May 08 2017 11:21:19,28067561658,1,0.0.0.0/514/udp,2b03-688f500ba,11011,global.com,cisco_asa_threat_detection,4d63c765-b643-452e-91f6-b58543a54367#1032,"{""id"":""4d63c765-b643-452e-91f6-b58543a54367#1032"",""num_events"":1431,""data_type"":""passthrough"",""batch_id"":""4d63c765-b643-452e-91f6-b58543a54367"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1031,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",india,in,hyderabad,cigniti.com,cigniti technologies limited,17.375280380249023,78.47444152832031,telangana,com,11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s.smith,1406,103.219.242.4,1486,172.21.15.12,127.0.0.1,: %ASA-6-722036: Group <global.com> User <s.smith> IP <103.219.242.4> Transmitting large packet 1486 (threshold 1406).,%ASA-6-722036,transmitting large packet,firewall,2017-05-08T15:18:08.662Z,514,172.21.15.12,cisco_asa_threat_detection-3519195218,148,<166>May 08 2017 11:18:08,28067232363,1,0.0.0.0/514/udp,2b03-688effa6b,11011,global.com,cisco_asa_threat_detection,044a0ef1-334d-406d-89ea-470646fbc8fe#126,"{""id"":""044a0ef1-334d-406d-89ea-470646fbc8fe#126"",""num_events"":2989,""data_type"":""passthrough"",""batch_id"":""044a0ef1-334d-406d-89ea-470646fbc8fe"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":125,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",india,in,hyderabad,cigniti.com,cigniti technologies limited,17.375280380249023,78.47444152832031,telangana,com,11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s.smith,1406,103.219.242.4,1486,172.21.15.12,127.0.0.1,: %ASA-6-722036: Group <global.com> User <s.smith> IP <103.219.242.4> Transmitting large packet 1486 (threshold 1406).,%ASA-6-722036,transmitting large packet,firewall,2017-05-08T15:11:31.193Z,514,172.21.15.12,cisco_asa_threat_detection-3519195218,148,<166>May 08 2017 11:11:31,28066601031,1,0.0.0.0/514/udp,2b03-688e65847,11011,global.com,cisco_asa_threat_detection,340cef1f-9ce7-4f78-993b-6e74252bc38d#758,"{""id"":""340cef1f-9ce7-4f78-993b-6e74252bc38d#758"",""num_events"":1497,""data_type"":""passthrough"",""batch_id"":""340cef1f-9ce7-4f78-993b-6e74252bc38d"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":757,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",india,in,hyderabad,cigniti.com,cigniti technologies limited,17.375280380249023,78.47444152832031,telangana,com,11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , ,66.171.66.14, ,172.21.15.12,127.0.0.1,": %ASA-7-713236: IP = 66.171.66.14, IKE_DECODE SENDING Message (msgid=f24daf44) with payloads : HDR + HASH (8) + NOTIFY (11) + NONE (0) total length : 84",%ASA-7-713236,ike_decode sending message with payloads : hdr + hash (8) + notify (11) + none (0),"firewall,ids",2017-05-08T15:11:31.249Z,514,172.21.15.12,cisco_asa_threat_detection-2169620772,179,<167>May 08 2017 11:11:31,28066601151,1,0.0.0.0/514/udp,2b03-688e658bf,11011, ,cisco_asa_threat_detection,340cef1f-9ce7-4f78-993b-6e74252bc38d#776,"{""id"":""340cef1f-9ce7-4f78-993b-6e74252bc38d#776"",""num_events"":1497,""data_type"":""passthrough"",""batch_id"":""340cef1f-9ce7-4f78-993b-6e74252bc38d"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":775,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,commack,invision.com,invision.com inc.,40.84149169921875,-73.28043365478516,new york,dch,11011,84,f24daf44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
b.kelly-green, ,173.14.214.10, ,172.21.15.12,127.0.0.1,": %ASA-7-722031: Group <global.com> User <B.Kelly-Green> IP <173.14.214.10> SVC Session Termination: Out: 22637083 (+2502) bytes, 38996 (+136) packets, 12 drops.",%ASA-7-722031,svc session termination,firewall,2017-05-08T15:07:53.018Z,514,172.21.15.12,cisco_asa_threat_detection-3872763372,190,<167>May 08 2017 11:07:52,28066216378,1,0.0.0.0/514/udp,2b03-688e079ba,11011,global.com,cisco_asa_threat_detection,0b60e625-df61-4f70-b459-84380744c071#2321,"{""id"":""0b60e625-df61-4f70-b459-84380744c071#2321"",""num_events"":2938,""data_type"":""passthrough"",""batch_id"":""0b60e625-df61-4f70-b459-84380744c071"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2320,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,atlanta,comcastbusiness.net,comcast business communications llc,33.749000549316406,-84.38797760009766,georgia,isp,11011, , , , , , , , , , , , , , , , , , , , , , , , , , ,38996,22637083, , , , , , 
s.smith,1406,103.219.242.4,1486,172.21.15.12,127.0.0.1,: %ASA-6-722036: Group <global.com> User <s.smith> IP <103.219.242.4> Transmitting large packet 1486 (threshold 1406).,%ASA-6-722036,transmitting large packet,firewall,2017-05-08T15:16:00.754Z,514,172.21.15.12,cisco_asa_threat_detection-3519195218,148,<166>May 08 2017 11:16:00,28067061062,1,0.0.0.0/514/udp,2b03-688ed5d46,11011,global.com,cisco_asa_threat_detection,840de37b-343f-42c5-9223-7367024a51c6#2574,"{""id"":""840de37b-343f-42c5-9223-7367024a51c6#2574"",""num_events"":2990,""data_type"":""passthrough"",""batch_id"":""840de37b-343f-42c5-9223-7367024a51c6"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2573,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",india,in,hyderabad,cigniti.com,cigniti technologies limited,17.375280380249023,78.47444152832031,telangana,com,11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , ,199.241.104.101, ,172.21.15.12,127.0.0.1,": %ASA-7-715009: Group = 199.241.104.101, IP = 199.241.104.101, IKE Deleting SA: Remote Proxy 10.106.0.0, Local Proxy 172.21.30.112",%ASA-7-715009,ike deleting sa,"firewall,ids",2017-05-08T15:21:09.294Z,514,172.21.15.12,cisco_asa_threat_detection-3275359499,157,<167>May 08 2017 11:21:09,28067544612,1,0.0.0.0/514/udp,2b03-688f4be24,11011,199.241.104.101,cisco_asa_threat_detection,74202ed9-50f1-4ca7-85f6-6a5610e90429#2275,"{""id"":""74202ed9-50f1-4ca7-85f6-6a5610e90429#2275"",""num_events"":2926,""data_type"":""passthrough"",""batch_id"":""74202ed9-50f1-4ca7-85f6-6a5610e90429"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2274,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,somerset,shi.com,shi international corp.,40.49934005737305,-74.52137756347656,new jersey,com,11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , ,104.196.23.117, ,172.21.15.12,127.0.0.1,": %ASA-7-713236: IP = 104.196.23.117, IKE_DECODE SENDING Message (msgid=4e225c1b) with payloads : HDR + HASH (8) + NOTIFY (11) + NONE (0) total length : 84",%ASA-7-713236,ike_decode sending message with payloads : hdr + hash (8) + notify (11) + none (0),"firewall,ids",2017-05-08T15:19:49.030Z,514,172.21.15.12,cisco_asa_threat_detection-2169620772,181,<167>May 08 2017 11:19:48,28067408464,1,0.0.0.0/514/udp,2b03-688f2aa50,11011, ,cisco_asa_threat_detection,8c648c1c-f894-458a-8af9-8a807ddf679b#1353,"{""id"":""8c648c1c-f894-458a-8af9-8a807ddf679b#1353"",""num_events"":2866,""data_type"":""passthrough"",""batch_id"":""8c648c1c-f894-458a-8af9-8a807ddf679b"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1352,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,mountain view,google.com,google inc.,37.40599060058594,-122.0785140991211,california,ses,11011,84,4e225c1b, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s.smith,1406,103.219.242.4,1486,172.21.15.12,127.0.0.1,: %ASA-6-722036: Group <global.com> User <s.smith> IP <103.219.242.4> Transmitting large packet 1486 (threshold 1406).,%ASA-6-722036,transmitting large packet,firewall,2017-05-08T15:18:56.885Z,514,172.21.15.12,cisco_asa_threat_detection-3519195218,148,<166>May 08 2017 11:18:56,28067322933,1,0.0.0.0/514/udp,2b03-688f15c35,11011,global.com,cisco_asa_threat_detection,6f65d87f-7f51-4793-ba65-af5344cb1c49#313,"{""id"":""6f65d87f-7f51-4793-ba65-af5344cb1c49#313"",""num_events"":1491,""data_type"":""passthrough"",""batch_id"":""6f65d87f-7f51-4793-ba65-af5344cb1c49"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":312,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",india,in,hyderabad,cigniti.com,cigniti technologies limited,17.375280380249023,78.47444152832031,telangana,com,11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , ,66.171.66.14, ,172.21.15.12,127.0.0.1,": %ASA-7-713236: IP = 66.171.66.14, IKE_DECODE RECEIVED Message (msgid=60287baf) with payloads : HDR + HASH (8) + NOTIFY (11) + NONE (0) total length : 84",%ASA-7-713236,ike_decode received message with payloads : hdr + hash (8) + notify (11) + none (0),"firewall,ids",2017-05-08T15:19:38.757Z,514,172.21.15.12,cisco_asa_threat_detection-2169620772,180,<167>May 08 2017 11:19:38,28067392225,1,0.0.0.0/514/udp,2b03-688f26ae1,11011, ,cisco_asa_threat_detection,5429e678-f9c6-4755-9ca0-d25a139d2145#2489,"{""id"":""5429e678-f9c6-4755-9ca0-d25a139d2145#2489"",""num_events"":2957,""data_type"":""passthrough"",""batch_id"":""5429e678-f9c6-4755-9ca0-d25a139d2145"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2488,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,commack,invision.com,invision.com inc.,40.84149169921875,-73.28043365478516,new york,dch,11011,84,60287baf, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , ,66.171.66.14, ,172.21.15.12,127.0.0.1,": %ASA-7-713236: IP = 66.171.66.14, IKE_DECODE RECEIVED Message (msgid=fbc0f5bd) with payloads : HDR + HASH (8) + NOTIFY (11) + NONE (0) total length : 84",%ASA-7-713236,ike_decode received message with payloads : hdr + hash (8) + notify (11) + none (0),"firewall,ids",2017-05-08T15:18:39.964Z,514,172.21.15.12,cisco_asa_threat_detection-2169620772,180,<167>May 08 2017 11:18:39,28067292003,1,0.0.0.0/514/udp,2b03-688f0e363,11011, ,cisco_asa_threat_detection,c3d7171d-a632-4d62-9aa5-fedabf1ec147#1799,"{""id"":""c3d7171d-a632-4d62-9aa5-fedabf1ec147#1799"",""num_events"":2910,""data_type"":""passthrough"",""batch_id"":""c3d7171d-a632-4d62-9aa5-fedabf1ec147"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1798,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,commack,invision.com,invision.com inc.,40.84149169921875,-73.28043365478516,new york,dch,11011,84,fbc0f5bd, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , ,184.106.122.142, ,172.21.15.12,127.0.0.1,": %ASA-7-713236: IP = 184.106.122.142, IKE_DECODE RECEIVED Message (msgid=f7001f53) with payloads : HDR + HASH (8) + NOTIFY (11) + NONE (0) total length : 84",%ASA-7-713236,ike_decode received message with payloads : hdr + hash (8) + notify (11) + none (0),"firewall,ids",2017-05-08T15:19:12.664Z,514,172.21.15.12,cisco_asa_threat_detection-2169620772,183,<167>May 08 2017 11:19:12,28067350184,1,0.0.0.0/514/udp,2b03-688f1c6a8,11011, ,cisco_asa_threat_detection,616fd0d8-0e37-4205-8dc9-9f8d73967ad8#558,"{""id"":""616fd0d8-0e37-4205-8dc9-9f8d73967ad8#558"",""num_events"":1394,""data_type"":""passthrough"",""batch_id"":""616fd0d8-0e37-4205-8dc9-9f8d73967ad8"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":557,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,chicago,rackspace.com,core one-hour servers,41.85002899169922,-87.6500473022461,illinois,dch,11011,84,f7001f53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s.smith,1406,103.219.242.4,1486,172.21.15.12,127.0.0.1,: %ASA-6-722036: Group <global.com> User <s.smith> IP <103.219.242.4> Transmitting large packet 1486 (threshold 1406).,%ASA-6-722036,transmitting large packet,firewall,2017-05-08T15:18:41.381Z,514,172.21.15.12,cisco_asa_threat_detection-3519195218,148,<166>May 08 2017 11:18:41,28067295005,1,0.0.0.0/514/udp,2b03-688f0ef1d,11011,global.com,cisco_asa_threat_detection,742cad8a-314d-4b76-81d3-76a331a09e20#150,"{""id"":""742cad8a-314d-4b76-81d3-76a331a09e20#150"",""num_events"":2962,""data_type"":""passthrough"",""batch_id"":""742cad8a-314d-4b76-81d3-76a331a09e20"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":149,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",india,in,hyderabad,cigniti.com,cigniti technologies limited,17.375280380249023,78.47444152832031,telangana,com,11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , ,104.214.68.55, ,172.21.15.12,127.0.0.1,": %ASA-7-713223: Group = 104.214.68.55, IP = 104.214.68.55, Static Crypto Map check, map = MindSpring, seq = 16, no ACL configured",%ASA-7-713223,static crypto map check,firewall,2017-05-08T15:16:50.738Z,514,172.21.15.12,cisco_asa_threat_detection-3250902253,156,<167>May 08 2017 11:16:50,28067158817,1,0.0.0.0/514/udp,2b03-688eedb21,11011,104.214.68.55,cisco_asa_threat_detection,4b17e77d-49fb-45fc-8aae-2026959b56cf#1697,"{""id"":""4b17e77d-49fb-45fc-8aae-2026959b56cf#1697"",""num_events"":2963,""data_type"":""passthrough"",""batch_id"":""4b17e77d-49fb-45fc-8aae-2026959b56cf"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1696,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,san antonio,microsoft.com,microsoft corporation,29.42411994934082,-98.4936294555664,texas,ses,11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , ,104.214.68.55, ,172.21.15.12,127.0.0.1,": %ASA-5-713120: Group = 104.214.68.55, IP = 104.214.68.55, PHASE 2 COMPLETED (msgid=00000003)",%ASA-5-713120,phase 2 completed,"firewall,ids",2017-05-08T15:16:50.776Z,514,172.21.15.12,cisco_asa_threat_detection-3472075545,120,<165>May 08 2017 11:16:50,28067158981,1,0.0.0.0/514/udp,2b03-688eedbc5,11011,104.214.68.55,cisco_asa_threat_detection,4b17e77d-49fb-45fc-8aae-2026959b56cf#1712,"{""id"":""4b17e77d-49fb-45fc-8aae-2026959b56cf#1712"",""num_events"":2963,""data_type"":""passthrough"",""batch_id"":""4b17e77d-49fb-45fc-8aae-2026959b56cf"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1711,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,san antonio,microsoft.com,microsoft corporation,29.42411994934082,-98.4936294555664,texas,ses,11011, ,00000003, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
s.smith,1406,103.219.242.4,1486,172.21.15.12,127.0.0.1,: %ASA-6-722036: Group <global.com> User <s.smith> IP <103.219.242.4> Transmitting large packet 1486 (threshold 1406).,%ASA-6-722036,transmitting large packet,firewall,2017-05-08T15:17:46.046Z,514,172.21.15.12,cisco_asa_threat_detection-3519195218,148,<166>May 08 2017 11:17:46,28067202841,1,0.0.0.0/514/udp,2b03-688ef8719,11011,global.com,cisco_asa_threat_detection,7de6264f-a6f3-4a8c-a034-5a3baff19f8d#2463,"{""id"":""7de6264f-a6f3-4a8c-a034-5a3baff19f8d#2463"",""num_events"":2836,""data_type"":""passthrough"",""batch_id"":""7de6264f-a6f3-4a8c-a034-5a3baff19f8d"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2462,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",india,in,hyderabad,cigniti.com,cigniti technologies limited,17.375280380249023,78.47444152832031,telangana,com,11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , ,104.214.68.55, ,172.21.15.12,127.0.0.1,": %ASA-7-713236: IP = 104.214.68.55, IKE_DECODE SENDING Message (msgid=8) with payloads : HDR + HASH (8) + SA (1) + NONCE (10) + ID (5) + ID (5) + NONE (0) total length : 172",%ASA-7-713236,ike_decode sending message with payloads : hdr + hash (8) + sa (1) + nonce (10) + id (5) + id (5) + none (0),"firewall,ids",2017-05-08T15:16:50.738Z,514,172.21.15.12,cisco_asa_threat_detection-2169620772,200,<167>May 08 2017 11:16:50,28067158845,1,0.0.0.0/514/udp,2b03-688eedb3d,11011, ,cisco_asa_threat_detection,4b17e77d-49fb-45fc-8aae-2026959b56cf#2481,"{""id"":""4b17e77d-49fb-45fc-8aae-2026959b56cf#2481"",""num_events"":2963,""data_type"":""passthrough"",""batch_id"":""4b17e77d-49fb-45fc-8aae-2026959b56cf"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2480,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,san antonio,microsoft.com,microsoft corporation,29.42411994934082,-98.4936294555664,texas,ses,11011,172,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , ,104.214.68.55, ,172.21.15.12,127.0.0.1,": %ASA-7-713236: IP = 104.214.68.55, IKE_DECODE RECEIVED Message (msgid=3) with payloads : HDR + HASH (8) + NONE (0) total length : 52",%ASA-7-713236,ike_decode received message with payloads : hdr + hash (8) + none (0),"firewall,ids",2017-05-08T15:16:50.772Z,514,172.21.15.12,cisco_asa_threat_detection-2169620772,160,<167>May 08 2017 11:16:50,28067158955,1,0.0.0.0/514/udp,2b03-688eedbab,11011, ,cisco_asa_threat_detection,4b17e77d-49fb-45fc-8aae-2026959b56cf#2490,"{""id"":""4b17e77d-49fb-45fc-8aae-2026959b56cf#2490"",""num_events"":2963,""data_type"":""passthrough"",""batch_id"":""4b17e77d-49fb-45fc-8aae-2026959b56cf"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2489,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,san antonio,microsoft.com,microsoft corporation,29.42411994934082,-98.4936294555664,texas,ses,11011,52,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , ,104.214.68.55, ,172.21.15.12,127.0.0.1,": %ASA-7-715007: Group = 104.214.68.55, IP = 104.214.68.55, IKE got a KEY_ADD msg for SA: SPI = 0xbfe6b83e",%ASA-7-715007,ike got a key_add msg for sa,"firewall,ids",2017-05-08T15:16:50.775Z,514,172.21.15.12,cisco_asa_threat_detection-1959390815,132,<167>May 08 2017 11:16:50,28067158975,1,0.0.0.0/514/udp,2b03-688eedbbf,11011,104.214.68.55,cisco_asa_threat_detection,4b17e77d-49fb-45fc-8aae-2026959b56cf#2494,"{""id"":""4b17e77d-49fb-45fc-8aae-2026959b56cf#2494"",""num_events"":2963,""data_type"":""passthrough"",""batch_id"":""4b17e77d-49fb-45fc-8aae-2026959b56cf"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2493,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,san antonio,microsoft.com,microsoft corporation,29.42411994934082,-98.4936294555664,texas,ses,11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , ,104.214.68.55, ,172.21.15.12,127.0.0.1,": %ASA-7-713236: IP = 104.214.68.55, IKE_DECODE RECEIVED Message (msgid=6) with payloads : HDR + HASH (8) + NONE (0) total length : 52",%ASA-7-713236,ike_decode received message with payloads : hdr + hash (8) + none (0),"firewall,ids",2017-05-08T15:16:50.777Z,514,172.21.15.12,cisco_asa_threat_detection-2169620772,160,<167>May 08 2017 11:16:50,28067158989,1,0.0.0.0/514/udp,2b03-688eedbcd,11011, ,cisco_asa_threat_detection,4b17e77d-49fb-45fc-8aae-2026959b56cf#2498,"{""id"":""4b17e77d-49fb-45fc-8aae-2026959b56cf#2498"",""num_events"":2963,""data_type"":""passthrough"",""batch_id"":""4b17e77d-49fb-45fc-8aae-2026959b56cf"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2497,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",united states,us,san antonio,microsoft.com,microsoft corporation,29.42411994934082,-98.4936294555664,texas,ses,11011,52,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
