srcipv4,result,rawmsghostname,rawmsghostipv4,rawmsg,querytypename,protocol,metaclass,meta_ts,meta_sp,meta_sip4,meta_rule,meta_oml,meta_omh,meta_mid,meta_iid,meta_i,meta_cid,meta_cbid,flagval,domain,direction,class,_eventid,__metadata__,srcisp,srcusagetype,meta_cbname,program,query
172.20.46.156,noerror,gcken0000.global.com,127.0.0.1,5/8/2017 6:21:03 PM 1288 PACKET  000000192F5AA090 UDP Rcv 172.20.46.156   e0d1   Q [0001   D   NOERROR] A      (3)gol(11)syncplicity(3)com(0),a,udp,"windows,dns",2017-05-08T15:22:02.766Z,50334,172.20.46.22,ms_dns-3391797493,193,<13>May  8 18:22:02 gcKEN0000.global.com MS_DNS: ,4371063168,1,0.0.0.0/514/tcp,2agc-104892180,11007,000000192f5aa090,gol.syncplicity.com,rcv,ms_dns,9c86e9d8-642c-499f-8b05-5af301d2d113#1081,"{""id"":""9c86e9d8-642c-499f-8b05-5af301d2d113#1081"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""9c86e9d8-642c-499f-8b05-5af301d2d113"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1080,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11007,MS_DNS, 
172.20.46.164,noerror,gcken0000.global.com,127.0.0.1,5/8/2017 6:21:04 PM 1288 PACKET  0000001930gc41C0 UDP Snd 172.20.46.164   4f2b R Q [8081   DR  NOERROR] A      (3)gol(11)syncplicity(3)com(0),a,udp,"windows,dns",2017-05-08T15:22:02.767Z,50334,172.20.46.22,ms_dns-3391797493,193,<13>May  8 18:22:02 gcKEN0000.global.com MS_DNS: ,4371063175,1,0.0.0.0/514/tcp,2agc-104892187,11007,0000001930gc41c0,gol.syncplicity.com,snd,ms_dns,9c86e9d8-642c-499f-8b05-5af301d2d113#1084,"{""id"":""9c86e9d8-642c-499f-8b05-5af301d2d113#1084"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""9c86e9d8-642c-499f-8b05-5af301d2d113"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1083,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11007,MS_DNS, 
172.21.19.46,noerror,gcken0000.global.com,127.0.0.1,5/8/2017 6:21:42 PM 1288 PACKET  00000019308D0260 UDP Rcv 172.21.19.46    ef5c R Q [8084 A  R  NOERROR] SOA    (9)global(3)com(0),soa,udp,"windows,dns",2017-05-08T15:22:02.768Z,50334,172.20.46.22,ms_dns-3049482004,184,<13>May  8 18:22:02 gcKEN0000.global.com MS_DNS: ,4371063181,1,0.0.0.0/514/tcp,2agc-10489218d,11007,00000019308d0260,global.com,rcv,ms_dns,9c86e9d8-642c-499f-8b05-5af301d2d113#1086,"{""id"":""9c86e9d8-642c-499f-8b05-5af301d2d113#1086"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""9c86e9d8-642c-499f-8b05-5af301d2d113"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1085,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11007,MS_DNS, 
172.21.14.28,noerror,gcken0000.global.com,127.0.0.1,5/8/2017 6:21:49 PM 1288 PACKET  000000193015E150 UDP Snd 172.21.14.28    1a75 R Q [8085 A DR  NOERROR] SOA    (9)global(3)com(0),soa,udp,"windows,dns",2017-05-08T15:22:02.768Z,50334,172.20.46.22,ms_dns-3049482004,184,<13>May  8 18:22:02 gcKEN0000.global.com MS_DNS: ,4371063185,1,0.0.0.0/514/tcp,2agc-104892191,11007,000000193015e150,global.com,snd,ms_dns,9c86e9d8-642c-499f-8b05-5af301d2d113#1088,"{""id"":""9c86e9d8-642c-499f-8b05-5af301d2d113#1088"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""9c86e9d8-642c-499f-8b05-5af301d2d113"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1087,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11007,MS_DNS, 
172.20.147.22,noerror,gcken0000.global.com,127.0.0.1,5/8/2017 6:22:00 PM 1288 PACKET  000000192F414240 UDP Rcv 172.20.147.22   4a5e R Q [8081   DR  NOERROR] A      (23)prod-gol-elb-1943194724(9)us-east-1(3)elb(9)amazonaws(3)com(0),a,udp,"windows,dns",2017-05-08T15:22:02.769Z,50334,172.20.46.22,ms_dns-1716360573,229,<13>May  8 18:22:02 gcKEN0000.global.com MS_DNS: ,4371063190,1,0.0.0.0/514/tcp,2agc-104892196,11007,000000192f414240,prod-gol-elb-1943194724.us-east-1.elb.amazonaws.com,rcv,ms_dns,9c86e9d8-642c-499f-8b05-5af301d2d113#1091,"{""id"":""9c86e9d8-642c-499f-8b05-5af301d2d113#1091"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""9c86e9d8-642c-499f-8b05-5af301d2d113"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1090,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11007,MS_DNS, 
172.20.147.22,noerror,gcken0000.global.com,127.0.0.1,5/8/2017 6:22:00 PM 1288 PACKET  0000001930gc41C0 UDP Snd 172.20.147.22   4651   Q [0001   D   NOERROR] PTR    (2)13(2)18(2)21(3)172(7)in-addr(4)arpa(0),ptr,udp,"windows,dns",2017-05-08T15:22:02.770Z,50334,172.20.46.22,ms_dns-240483509,204,<13>May  8 18:22:02 gcKEN0000.global.com MS_DNS: ,4371063193,1,0.0.0.0/514/tcp,2agc-104892199,11007,0000001930gc41c0,172.21.18.13,snd,ms_dns,9c86e9d8-642c-499f-8b05-5af301d2d113#1092,"{""id"":""9c86e9d8-642c-499f-8b05-5af301d2d113#1092"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""9c86e9d8-642c-499f-8b05-5af301d2d113"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1091,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11007,MS_DNS, 
172.20.40.129,noerror,gcegy0000.global.com,127.0.0.1,5/8/2017 5:14:03 PM 0AA4 PACKET  000000F10A9D6210 UDP Rcv 172.20.40.129   0370   Q [0001   D   NOERROR] A      (4)wpad(9)global(3)com(0),a,udp,"windows,dns",2017-05-08T15:14:57.097Z,58466,172.20.40.22,ms_dns-1323478756,183,<13>May  8 17:14:57 gcEGY0000.global.com ,210686746,1,0.0.0.0/514/tcp,2afc-c8ed31a,11004,000000f10a9d6210,wpad.global.com,rcv,ms_dns,9c86e9d8-642c-499f-8b05-5af301d2d113#1997,"{""id"":""9c86e9d8-642c-499f-8b05-5af301d2d113#1997"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""9c86e9d8-642c-499f-8b05-5af301d2d113"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1996,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11004, , 
172.21.14.28,dr nxdomain,gcegy0000.global.com,127.0.0.1,5/8/2017 5:14:10 PM 0AA4 PACKET  000000F10A124080 UDP Rcv 172.21.14.28    e400 R Q [8385 A DR NXDOMAIN] NULL   (32)FHFAEBEECACACACACACACACACACACAAA(0),null,udp,"windows,dns",2017-05-08T15:14:57.098Z,58466,172.20.40.22,ms_dns-2912743111,194,<13>May  8 17:14:57 gcEGY0000.global.com ,210686754,1,0.0.0.0/514/tcp,2afc-c8ed322,11004,000000f10a124080,fhfaebeecacacacacacacacacacacaaa,rcv,ms_dns,9c86e9d8-642c-499f-8b05-5af301d2d113#1999,"{""id"":""9c86e9d8-642c-499f-8b05-5af301d2d113#1999"",""num_events"":2999,""data_type"":""passthrough"",""batch_id"":""9c86e9d8-642c-499f-8b05-5af301d2d113"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1998,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11004, , 
172.20.32.23,noerror,gcmex0000.global.com,127.0.0.1,5/8/2017 10:19:29 AM 1218 PACKET  0000001F15374080 UDP Rcv 172.20.32.23    7e55   Q [0001   D   NOERROR] SOA    (3)147(2)32(2)20(3)172(7)in-addr(4)arpa(0),soa,udp,"windows,dns",2017-05-08T15:20:17.671Z,52832,172.20.32.22,ms_dns-2580101685,198,<13>May  8 10:20:17 gcMEX0000.global.com ,2680608289,1,0.0.0.0/514/tcp,2b00-9fc6d621,11008,0000001f15374080,147.32.20.172.in-addr.arpa,rcv,ms_dns,9c86e9d8-642c-499f-8b05-5af301d2d113#2192,"{""id"":""9c86e9d8-642c-499f-8b05-5af301d2d113#2192"",""num_events"":2996,""data_type"":""passthrough"",""batch_id"":""9c86e9d8-642c-499f-8b05-5af301d2d113"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2191,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11008, , 
172.20.32.128,noerror,gcmex0000.global.com,127.0.0.1,5/8/2017 10:19:29 AM 1218 PACKET  0000001F1503D090 UDP Rcv 172.20.32.128   a629   Q [0001   D   NOERROR] SOA    (10)MEXLT0364L(9)global(3)com(0),soa,udp,"windows,dns",2017-05-08T15:20:17.672Z,52832,172.20.32.22,ms_dns-1323478756,191,<13>May  8 10:20:17 gcMEX0000.global.com ,2680608295,1,0.0.0.0/514/tcp,2b00-9fc6d627,11008,0000001f1503d090,mexlt0364l.global.com,rcv,ms_dns,9c86e9d8-642c-499f-8b05-5af301d2d113#2193,"{""id"":""9c86e9d8-642c-499f-8b05-5af301d2d113#2193"",""num_events"":2996,""data_type"":""passthrough"",""batch_id"":""9c86e9d8-642c-499f-8b05-5af301d2d113"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2192,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11008, , 
172.20.32.128,dr  noerror,gcmex0000.global.com,127.0.0.1,5/8/2017 10:19:29 AM 1218 PACKET  0000001F1503D090 UDP Snd 172.20.32.128   a629 R Q [8085 A DR  NOERROR] SOA    (10)MEXLT0364L(9)global(3)com(0),soa,udp,"windows,dns",2017-05-08T15:20:17.672Z,52832,172.20.32.22,ms_dns-1323478756,191,<13>May  8 10:20:17 gcMEX0000.global.com ,2680608297,1,0.0.0.0/514/tcp,2b00-9fc6d629,11008,0000001f1503d090,mexlt0364l.global.com,snd,ms_dns,9c86e9d8-642c-499f-8b05-5af301d2d113#2194,"{""id"":""9c86e9d8-642c-499f-8b05-5af301d2d113#2194"",""num_events"":2996,""data_type"":""passthrough"",""batch_id"":""9c86e9d8-642c-499f-8b05-5af301d2d113"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2193,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11008, , 
172.20.40.134,noerror,gcegy0000.global.com,127.0.0.1,5/8/2017 5:14:36 PM 0AA4 PACKET  000000F10A124080 UDP Rcv 172.20.40.134   833f   Q [0001   D   NOERROR] A      (3)gol(11)syncplicity(3)com(0),a,udp,"windows,dns",2017-05-08T15:14:57.099Z,58466,172.20.40.22,ms_dns-1323478756,185,<13>May  8 17:14:57 gcEGY0000.global.com ,210686766,1,0.0.0.0/514/tcp,2afc-c8ed32e,11004,000000f10a124080,gol.syncplicity.com,rcv,ms_dns,9c86e9d8-642c-499f-8b05-5af301d2d113#2292,"{""id"":""9c86e9d8-642c-499f-8b05-5af301d2d113#2292"",""num_events"":2992,""data_type"":""passthrough"",""batch_id"":""9c86e9d8-642c-499f-8b05-5af301d2d113"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2291,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11004, , 
172.20.32.128,noerror,gcmex0000.global.com,127.0.0.1,5/8/2017 10:19:33 AM 1218 PACKET  0000001F16178240 UDP Rcv 172.20.32.128   1e48   Q [0001   D   NOERROR] A      (10)fbdigfsbro(9)global(3)com(0),a,udp,"windows,dns",2017-05-08T15:20:17.674Z,52832,172.20.32.22,ms_dns-1323478756,191,<13>May  8 10:20:17 gcMEX0000.global.com ,2680608355,1,0.0.0.0/514/tcp,2b00-9fc6d663,11008,0000001f16178240,fbdigfsbro.global.com,rcv,ms_dns,9c86e9d8-642c-499f-8b05-5af301d2d113#2491,"{""id"":""9c86e9d8-642c-499f-8b05-5af301d2d113#2491"",""num_events"":2987,""data_type"":""passthrough"",""batch_id"":""9c86e9d8-642c-499f-8b05-5af301d2d113"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2490,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11008, , 
172.20.32.153,noerror,gcmex0000.global.com,127.0.0.1,5/8/2017 10:19:34 AM 0530 PACKET  0000001F15DE0260 UDP Rcv 172.20.32.153   9888   Q [0001   D   NOERROR] A      (14)folaydkgwvibyz(9)global(3)com(0),a,udp,"windows,dns",2017-05-08T15:20:17.676Z,52832,172.20.32.22,ms_dns-1323478756,195,<13>May  8 10:20:17 gcMEX0000.global.com ,2680608381,1,0.0.0.0/514/tcp,2b00-9fc6d67d,11008,0000001f15de0260,folaydkgwvibyz.global.com,rcv,ms_dns,9c86e9d8-642c-499f-8b05-5af301d2d113#2497,"{""id"":""9c86e9d8-642c-499f-8b05-5af301d2d113#2497"",""num_events"":2983,""data_type"":""passthrough"",""batch_id"":""9c86e9d8-642c-499f-8b05-5af301d2d113"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2496,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11008, , 
172.20.32.153,noerror,gcmex0000.global.com,127.0.0.1,5/8/2017 10:19:34 AM 0530 PACKET  0000001F175F6070 UDP Rcv 172.20.32.153   d8ee   Q [0001   D   NOERROR] A      (9)gcsmq0650(9)global(3)com(0),a,udp,"windows,dns",2017-05-08T15:20:17.676Z,52832,172.20.32.22,ms_dns-1323478756,189,<13>May  8 10:20:17 gcMEX0000.global.com ,2680608387,1,0.0.0.0/514/tcp,2b00-9fc6d683,11008,0000001f175f6070,gcsmq0650.global.com,rcv,ms_dns,9c86e9d8-642c-499f-8b05-5af301d2d113#2499,"{""id"":""9c86e9d8-642c-499f-8b05-5af301d2d113#2499"",""num_events"":2982,""data_type"":""passthrough"",""batch_id"":""9c86e9d8-642c-499f-8b05-5af301d2d113"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2498,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11008, , 
172.20.133.22,noerror,gcmex0000.global.com,127.0.0.1,5/8/2017 10:19:34 AM 0530 PACKET  0000001F156C6150 UDP Snd 172.20.133.22   da57   Q [0001   D   NOERROR] A      (23)prod-gol-elb-1943194724(9)us-east-1(3)elb(9)amazonaws(3)com(0),a,udp,"windows,dns",2017-05-08T15:20:17.676Z,52832,172.20.32.22,ms_dns-604702830,222,<13>May  8 10:20:17 gcMEX0000.global.com ,2680608393,1,0.0.0.0/514/tcp,2b00-9fc6d689,11008,0000001f156c6150,prod-gol-elb-1943194724.us-east-1.elb.amazonaws.com,snd,ms_dns,9c86e9d8-642c-499f-8b05-5af301d2d113#2501,"{""id"":""9c86e9d8-642c-499f-8b05-5af301d2d113#2501"",""num_events"":2981,""data_type"":""passthrough"",""batch_id"":""9c86e9d8-642c-499f-8b05-5af301d2d113"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2500,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11008, , 
172.20.32.128,noerror,gcmex0000.global.com,127.0.0.1,5/8/2017 10:19:34 AM 0530 PACKET  0000001F15AD80E0 UDP Rcv 172.20.32.128   d2a3   Q [0001   D   NOERROR] A      (6)isatap(6)huawei(3)net(0),a,udp,"windows,dns",2017-05-08T15:20:17.677Z,52832,172.20.32.22,ms_dns-1323478756,183,<13>May  8 10:20:17 gcMEX0000.global.com ,2680608399,1,0.0.0.0/514/tcp,2b00-9fc6d68f,11008,0000001f15ad80e0,isatap.huawei.net,rcv,ms_dns,9c86e9d8-642c-499f-8b05-5af301d2d113#2502,"{""id"":""9c86e9d8-642c-499f-8b05-5af301d2d113#2502"",""num_events"":2981,""data_type"":""passthrough"",""batch_id"":""9c86e9d8-642c-499f-8b05-5af301d2d113"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2501,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11008, , 
172.20.32.210,noerror,gcmex0000.global.com,127.0.0.1,5/8/2017 10:19:34 AM 0530 PACKET  0000001F175F6070 UDP Rcv 172.20.32.210   9ebb   Q [0001   D   NOERROR] A      (3)gol(11)syncplicity(3)com(0),a,udp,"windows,dns",2017-05-08T15:20:17.677Z,52832,172.20.32.22,ms_dns-1323478756,186,<13>May  8 10:20:17 gcMEX0000.global.com ,2680608407,1,0.0.0.0/514/tcp,2b00-9fc6d697,11008,0000001f175f6070,gol.syncplicity.com,rcv,ms_dns,9c86e9d8-642c-499f-8b05-5af301d2d113#2505,"{""id"":""9c86e9d8-642c-499f-8b05-5af301d2d113#2505"",""num_events"":2979,""data_type"":""passthrough"",""batch_id"":""9c86e9d8-642c-499f-8b05-5af301d2d113"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2504,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11008, , 
172.20.32.140,noerror,gcmex0000.global.com,127.0.0.1,5/8/2017 10:19:42 AM 0530 PACKET  0000001F15764220 UDP Rcv 172.20.32.140   gcdd   Q [0001   D   NOERROR] A      (7)publish(10)smartsheet(3)com(0),a,udp,"windows,dns",2017-05-08T15:20:17.685Z,52832,172.20.32.22,ms_dns-1323478756,189,<13>May  8 10:20:17 gcMEX0000.global.com ,2680608549,1,0.0.0.0/514/tcp,2b00-9fc6d725,11008,0000001f15764220,publish.smartsheet.com,rcv,ms_dns,9c86e9d8-642c-499f-8b05-5af301d2d113#2507,"{""id"":""9c86e9d8-642c-499f-8b05-5af301d2d113#2507"",""num_events"":2979,""data_type"":""passthrough"",""batch_id"":""9c86e9d8-642c-499f-8b05-5af301d2d113"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2506,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11008, , 
172.20.32.128,noerror,gcmex0000.global.com,127.0.0.1,5/8/2017 10:19:43 AM 0530 PACKET  0000001F15F561B0 UDP Rcv 172.20.32.128   0683   Q [0001   D   NOERROR] A      (15)hsfsvcrxvuzbomb(6)huawei(3)net(0),a,udp,"windows,dns",2017-05-08T15:20:17.686Z,52832,172.20.32.22,ms_dns-1323478756,193,<13>May  8 10:20:17 gcMEX0000.global.com ,2680608573,1,0.0.0.0/514/tcp,2b00-9fc6d73d,11008,0000001f15f561b0,hsfsvcrxvuzbomb.huawei.net,rcv,ms_dns,9c86e9d8-642c-499f-8b05-5af301d2d113#2513,"{""id"":""9c86e9d8-642c-499f-8b05-5af301d2d113#2513"",""num_events"":2975,""data_type"":""passthrough"",""batch_id"":""9c86e9d8-642c-499f-8b05-5af301d2d113"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2512,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11008, , 
172.20.32.153,noerror,gcmex0000.global.com,127.0.0.1,5/8/2017 10:19:48 AM 1218 PACKET  0000001F15A80240 UDP Rcv 172.20.32.153   de0a   Q [0001   D   NOERROR] A      (3)www(16)google-analytics(3)com(0),a,udp,"windows,dns",2017-05-08T15:20:17.686Z,52832,172.20.32.22,ms_dns-1323478756,191,<13>May  8 10:20:17 gcMEX0000.global.com ,2680608589,1,0.0.0.0/514/tcp,2b00-9fc6d74d,11008,0000001f15a80240,www.google-analytics.com,rcv,ms_dns,9c86e9d8-642c-499f-8b05-5af301d2d113#2517,"{""id"":""9c86e9d8-642c-499f-8b05-5af301d2d113#2517"",""num_events"":2972,""data_type"":""passthrough"",""batch_id"":""9c86e9d8-642c-499f-8b05-5af301d2d113"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2516,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11008, , 
172.20.32.153,noerror,gcmex0000.global.com,127.0.0.1,5/8/2017 10:19:48 AM 1218 PACKET  0000001F15A80240 UDP Snd 172.20.32.153   de0a R Q [8081   DR  NOERROR] A      (3)www(16)google-analytics(3)com(0),a,udp,"windows,dns",2017-05-08T15:20:17.687Z,52832,172.20.32.22,ms_dns-1323478756,191,<13>May  8 10:20:17 gcMEX0000.global.com ,2680608595,1,0.0.0.0/514/tcp,2b00-9fc6d753,11008,0000001f15a80240,www.google-analytics.com,snd,ms_dns,9c86e9d8-642c-499f-8b05-5af301d2d113#2518,"{""id"":""9c86e9d8-642c-499f-8b05-5af301d2d113#2518"",""num_events"":2972,""data_type"":""passthrough"",""batch_id"":""9c86e9d8-642c-499f-8b05-5af301d2d113"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2517,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11008, , 
172.20.32.153,noerror,gcmex0000.global.com,127.0.0.1,5/8/2017 10:19:53 AM 1218 PACKET  0000001F1695C160 UDP Snd 172.20.32.153   1382 R Q [8081   DR  NOERROR] A      (7)sensors(11)quick-whale(2)my(11)carbonblack(2)io(0),a,udp,"windows,dns",2017-05-08T15:20:17.687Z,52832,172.20.32.22,ms_dns-604702830,209,<13>May  8 10:20:17 gcMEX0000.global.com ,2680608611,1,0.0.0.0/514/tcp,2b00-9fc6d763,11008,0000001f1695c160,sensors.quick-whale.my.carbonblack.io,snd,ms_dns,9c86e9d8-642c-499f-8b05-5af301d2d113#2520,"{""id"":""9c86e9d8-642c-499f-8b05-5af301d2d113#2520"",""num_events"":2971,""data_type"":""passthrough"",""batch_id"":""9c86e9d8-642c-499f-8b05-5af301d2d113"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2519,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11008, , 
172.20.32.23,dr  noerror,gcmex0000.global.com,127.0.0.1,5/8/2017 10:20:04 AM 0530 PACKET  0000001F1695C160 UDP Snd 172.20.32.23    e03a R Q [8085 A DR  NOERROR] SOA    (3)185(2)32(2)20(3)172(7)in-addr(4)arpa(0),soa,udp,"windows,dns",2017-05-08T15:20:17.691Z,52832,172.20.32.22,ms_dns-2580101685,198,<13>May  8 10:20:17 gcMEX0000.global.com ,2680608693,1,0.0.0.0/514/tcp,2b00-9fc6d7b5,11008,0000001f1695c160,185.32.20.172.in-addr.arpa,snd,ms_dns,9c86e9d8-642c-499f-8b05-5af301d2d113#2538,"{""id"":""9c86e9d8-642c-499f-8b05-5af301d2d113#2538"",""num_events"":2957,""data_type"":""passthrough"",""batch_id"":""9c86e9d8-642c-499f-8b05-5af301d2d113"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2537,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11008, , 
172.20.32.139,noerror,gcmex0000.global.com,127.0.0.1,5/8/2017 10:20:05 AM 0530 PACKET  0000001F1695C160 UDP Rcv 172.20.32.139   8daa   Q [0001   D   NOERROR] SRV    (10)_cisco-uds(4)_tcp(9)gcnycedge(9)global(3)com(0),srv,udp,"windows,dns",2017-05-08T15:20:17.691Z,52832,172.20.32.22,ms_dns-604702830,210,<13>May  8 10:20:17 gcMEX0000.global.com ,2680608703,1,0.0.0.0/514/tcp,2b00-9fc6d7bf,11008,0000001f1695c160,_cisco-uds._tcp.gcnycedge.global.com,rcv,ms_dns,9c86e9d8-642c-499f-8b05-5af301d2d113#2540,"{""id"":""9c86e9d8-642c-499f-8b05-5af301d2d113#2540"",""num_events"":2957,""data_type"":""passthrough"",""batch_id"":""9c86e9d8-642c-499f-8b05-5af301d2d113"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2539,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11008, , 
172.20.32.139,noerror,gcmex0000.global.com,127.0.0.1,5/8/2017 10:19:28 AM 1218 PACKET  0000001F1503D090 UDP Rcv 172.20.32.139   37cb   Q [0001   D   NOERROR] A      (4)ipv6(8)msftncsi(3)com(0),a,udp,"windows,dns",2017-05-08T15:20:17.671Z,52832,172.20.32.22,ms_dns-1323478756,183,<13>May  8 10:20:17 gcMEX0000.global.com ,2680608285,1,0.0.0.0/514/tcp,2b00-9fc6d61d,11008,0000001f1503d090,ipv6.msftncsi.com,rcv,ms_dns,9c86e9d8-642c-499f-8b05-5af301d2d113#2562,"{""id"":""9c86e9d8-642c-499f-8b05-5af301d2d113#2562"",""num_events"":2946,""data_type"":""passthrough"",""batch_id"":""9c86e9d8-642c-499f-8b05-5af301d2d113"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2561,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11008, , 
172.20.32.23,noerror,gcmex0000.global.com,127.0.0.1,5/8/2017 10:19:30 AM 1218 PACKET  0000001F1503D090 UDP Rcv 172.20.32.23    f92d   Q [0001   D   NOERROR] SOA    (3)159(2)32(2)20(3)172(7)in-addr(4)arpa(0),soa,udp,"windows,dns",2017-05-08T15:20:17.673Z,52832,172.20.32.22,ms_dns-2580101685,198,<13>May  8 10:20:17 gcMEX0000.global.com ,2680608305,1,0.0.0.0/514/tcp,2b00-9fc6d631,11008,0000001f1503d090,159.32.20.172.in-addr.arpa,rcv,ms_dns,9c86e9d8-642c-499f-8b05-5af301d2d113#2584,"{""id"":""9c86e9d8-642c-499f-8b05-5af301d2d113#2584"",""num_events"":2944,""data_type"":""passthrough"",""batch_id"":""9c86e9d8-642c-499f-8b05-5af301d2d113"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2583,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11008, , 
